grupo,texto,link,carga_horaria,tipo
CSS - Fundamentos,Matheus Castiglioni: Arquitetura CSS - BEM,https://www.youtube.com/watch?v=yKPXW9aSxQI,,YOUTUBE
CSS - Fundamentos,Matheus Castiglioni: CSS Grid Layout,https://www.youtube.com/watch?v=HBlBNAtFcdw,,YOUTUBE
CSS - Fundamentos,Mario Souto - Dev Soutinho: Como centralizar no CSS,https://www.youtube.com/watch?v=Cu-HP-gvggg,,YOUTUBE
CSS - Fundamentos,Hipster 09 - CSS: Cansei de Ser Simples,https://www.hipsters.tech/css-cansei-de-ser-simples-hipsters-09/,,PODCAST
CSS - Fundamentos,"CSS: o que é, como usar no HTML e um Guia para iniciar",https://www.alura.com.br/artigos/css,,ARTIGO
CSS - Fundamentos,"HTML, CSS e Javascript, quais as diferenças?",https://www.alura.com.br/artigos/html-css-e-js-definicoes,,ARTIGO
CSS - Fundamentos,Guia de unidades no CSS,https://www.alura.com.br/artigos/guia-de-unidades-no-css,,ARTIGO
CSS - Fundamentos,CSS: Guia do Flexbox,https://www.alura.com.br/artigos/css-guia-do-flexbox,,ARTIGO
CSS - Fundamentos,Como fazer Grids e a Responsividade na Web,https://www.alura.com.br/artigos/como-fazer-grids-e-a-responsividade-na-web,,ARTIGO
CSS - Fundamentos,Como criar animações incríveis com CSS,https://www.alura.com.br/artigos/animacoes-com-css,,ARTIGO
CSS - Fundamentos,Houdini CSS: um jeito mágico de criar estilos personalizados,https://www.alura.com.br/artigos/houdini-css,,ARTIGO
CSS - Fundamentos,Alura: CSS FlexBox: Dicas para começar,https://www.youtube.com/watch?v=326-B1avuYo,,YOUTUBE
CSS - Fundamentos,Alura: Box Model e Sizing no CSS,https://www.youtube.com/watch?v=qcNUxyOWXIw,,YOUTUBE
CSS - Fundamentos,Alura: Curso de HTML5 e CSS3,https://www.youtube.com/watch?v=78AyiuxYceg,,YOUTUBE
CSS - Fundamentos,"Apostila: Desenvolvimento Web com HTML, CSS e JavaScript",https://www.alura.com.br/apostila-html-css-javascript,,CURSO
CSS - Fundamentos,Formação HTML e CSS,https://www.alura.com.br/formacao-html-e-css,53,CURSO
CSS - Fundamentos,Formação CSS: aprofunde em estilos,https://cursos.alura.com.br/formacao-css-estilos,36,CURSO
CSS - Fundamentos,HTML e CSS: responsividade com mobile-first,https://www.alura.com.br/curso-online-html-css-responsividade-mobile-first,12,CURSO
CSS - Fundamentos,"CSS: cursos para transformar designs com Grid, Flexbox e Sass",https://cursos.alura.com.br/formacao-css-cursos-transformar-designs-grid-flexbox-sass,52,CURSO
CSS - Fundamentos,7 Days of Code: HTML e CSS,https://7daysofcode.io/matricula/html-css,,DESAFIO
CSS - Fundamentos,7 Days of Code: Responsividade,https://7daysofcode.io/matricula/responsividade,,DESAFIO
DOM - Fundamentos,MDN Web Docs: Introdução ao DOM,https://developer.mozilla.org/pt-BR/docs/Web/API/Document_Object_Model/Introduction,,SITE
DOM - Fundamentos,MDN Web Docs: querySelector(),https://developer.mozilla.org/pt-BR/docs/Web/API/Document/querySelector,,SITE
DOM - Fundamentos,MDN Web Docs: addEventListener(),https://developer.mozilla.org/pt-BR/docs/Web/API/EventTarget/addEventListener,,SITE
DOM - Fundamentos,Felipe Aguiar - Laboratório de javascript: Javascript DOM 01 - DOM - A base da manipulação e criação de páginas dinâmicas,https://www.youtube.com/watch?v=G31EuXNMDPk,,YOUTUBE
DOM - Fundamentos,Curso JavaScript: manipulando o DOM,https://cursos.alura.com.br/course/javascript-manipulando-elementos-dom,6,CURSO
DOM - Fundamentos,Guia para manipular eventos no DOM com JavaScript: técnicas e exemplos práticos,https://www.alura.com.br/artigos/eventos-do-dom,,ARTIGO
DOM - Fundamentos,7 Days of Code: JavaScript e DOM,https://7daysofcode.io/matricula/javascript-e-dom,,DESAFIO
DOM - Fundamentos,7 Days of Code: JavaScript e DOM com API,https://7daysofcode.io/matricula/javascript-e-dom-api,,DESAFIO
DOM - Fundamentos,7 Days of Code: JavaScript e DOM - Wordle,https://7daysofcode.io/matricula/javascript-e-dom-wordle,,DESAFIO
Estratégias de SEO,Guia completo de SEO — Como fazer e quais são as boas práticas,https://medium.com/@redacaogalata/guia-completo-de-seo-como-fazer-e-quais-s%C3%A3o-as-boas-pr%C3%A1ticas-529ea97fdc98,,ARTIGO
Estratégias de SEO,Kenneth Corrêa: SEO - O que é SEO?,https://www.youtube.com/watch?v=BJpf9VD7A5g,,YOUTUBE
Estratégias de SEO,Canal do Consultor: Introdução ao SEO: O que é? Para que serve? Diferenças entre SEO e SEM,https://www.youtube.com/watch?v=hn0DDvCB5eg,,YOUTUBE
Estratégias de SEO,"SEO: o que é, boas práticas e ferramentas para a sua estratégia dar certo",https://www.alura.com.br/artigos/seo-o-que-e-boas-praticas-ferramentas-estrategia,,ARTIGO
Estratégias de SEO,Hipsters.tech: SEO moderno - Hipsters Ponto Tech 289,https://www.alura.com.br/podcast/hipsterstech-seo-moderno-hipsters-ponto-tech-289-a1394,,PODCAST
Estratégias de SEO,Layers.tech: SEO e Youtube - Layers ponto tech 38,https://www.alura.com.br/podcast/seo-e-youtube-layers-ponto-tech-38-a1081,,PODCAST
Estratégias de SEO,Alura: Como rankear bem no Google?,https://www.youtube.com/watch?v=PfGyzrLGqZ8,,YOUTUBE
Estratégias de SEO,Formação SEO,https://www.alura.com.br/formacao-seo,36,CURSO
